,Astro,Endo,L5-1,Lhx6,NPY,Oligo,Reln,SST,Smc,VIP,eL2/3,eL5-2,eL5-3,eL6-1,eL6-2
9642x2637,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9629x6534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9657x3200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9645x2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9662x379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9679x3370,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9690x4283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9688x4984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9711x3767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9704x6171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9710x2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9701x6388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9736x2501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9788x2842,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9802x640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9818x4914,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9795x2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9844x4034,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9857x1538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9829x2667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9842x5682,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9834x795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9867x3229,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9852x5788,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9850x2291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9870x307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9918x4534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9859x5547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9933x5163,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9928x6191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9940x2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9972x4797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9969x4111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9980x878,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9972x2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9978x3589,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9973x2465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10020x4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10039x2976,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10032x6251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10035x1730,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10028x188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10099x518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10064x3961,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10064x3816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10090x2603,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10099x2082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10158x4844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10113x4413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10133x4070,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10152x4253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10173x5771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10160x2906,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10164x3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10171x6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10171x1347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10187x1519,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10209x5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10230x2686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10208x3829,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10223x5418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10239x1714,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10213x6556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10223x3462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10202x5939,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10269x4084,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10282x2995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10305x6186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10303x2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10322x5525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10326x3754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10321x4284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10318x4552,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10313x440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10315x158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10381x1099,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10368x894,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10361x1435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10348x2077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10372x4402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10388x2883,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10435x5344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10427x5962,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10440x325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10426x5100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10454x1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10429x1802,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10466x4529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10465x176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10452x1590,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10492x553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10522x3869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10534x4318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10533x2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10548x3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10534x6120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10581x1482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10577x4004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10588x1815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10596x1636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10571x1227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10608x2687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10610x2968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10608x3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10615x4513,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10653x5148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10684x2813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10659x1103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10683x357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10675x756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10680x612,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10676x3780,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10741x1699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10686x5564,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10707x4835,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10753x4478,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10779x1527,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10750x2145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10741x5399,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10821x4676,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10805x1152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10805x560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10833x1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10846x5309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10853x5450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10851x2222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10857x971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10879x2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10880x1281,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10852x6490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10888x5622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10867x793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10880x5792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10886x3716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10903x3023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10927x3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10917x276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10945x5319,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10928x6395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10952x1930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10957x2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10969x904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10969x3501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10981x703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11028x3821,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11017x2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11020x6067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11030x85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11028x1435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11026x3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11041x4109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11029x5869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11041x5143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11047x3058,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11083x4792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11029x6206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11060x356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11058x4423,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11127x3219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11121x1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11104x5675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11096x1801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11150x3321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11116x3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11137x4990,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11178x3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11166x3428,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11188x5949,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11182x6514,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11185x67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11172x3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11202x4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11186x449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11190x950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11198x5533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11238x3984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11259x3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11237x4899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11241x5181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11251x4572,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11279x1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11277x3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11308x6322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11295x4350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11304x2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11325x5812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11321x5074,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11352x5423,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11360x5607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11360x4952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11435x3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11383x4803,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11375x3169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11403x3294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11413x4559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11425x1854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11407x2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11408x3030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11422x4146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11440x3967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11432x6173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11456x6536,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11444x41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11450x1247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11471x1747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11475x5835,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11482x810,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11510x2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11537x5203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11528x5430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11548x2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11572x639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11560x4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11564x4607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11590x3982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11661x748,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11614x5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11659x5297,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11629x2522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11680x6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11689x3403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11676x4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11662x299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11671x4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11751x6498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11748x5709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11749x3000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11761x4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11793x79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11824x1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11815x1611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11819x968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11838x4917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11871x5050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11894x5874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11879x6101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11870x6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11901x5185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11882x3575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11925x1684,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11960x2500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11972x2572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11952x307,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11984x6448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11994x975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12017x701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12022x4721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12042x6057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12057x524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12072x3534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12051x2693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12067x2418,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12122x4307,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12119x6366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12146x605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12151x4951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12172x3256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12178x1103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12180x6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12173x6516,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12165x414,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12179x4203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12197x2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12234x921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12214x741,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12235x4876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12250x1559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12260x3042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12271x4981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12290x6336,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12276x51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12295x3331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12261x1768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
